experiment,k,instance_id,run_id,instance_seed,run_seed,algorithm,variant,budget_ms,time_ms,F,D,tardiness,gap_to_best_pct
budget,24,2,2,22660718,20502744,SA,full,300.000000,300.002500,5476.000000,682,4794,0.000000
budget,24,2,2,22660718,20502744,LNS,full,300.000000,300.060100,5476.000000,682,4794,0.000000
budget,24,3,0,22660815,20500827,LocalSearch,full,300.000000,300.002400,5240.000000,698,4542,0.000000
budget,24,3,0,22660815,20500827,SA,full,300.000000,300.001900,5240.000000,698,4542,0.000000
budget,24,3,0,22660815,20500827,LNS,full,300.000000,300.113900,5240.000000,698,4542,0.000000
budget,24,3,1,22660815,20501836,LocalSearch,full,300.000000,300.002000,5240.000000,698,4542,0.000000
budget,24,3,1,22660815,20501836,SA,full,300.000000,300.002600,5240.000000,698,4542,0.000000
budget,24,3,1,22660815,20501836,LNS,full,300.000000,300.071700,5240.000000,698,4542,0.000000
budget,24,3,2,22660815,20502845,LocalSearch,full,300.000000,300.001800,5240.000000,698,4542,0.000000
budget,24,3,2,22660815,20502845,SA,full,300.000000,300.002100,5240.000000,698,4542,0.000000
budget,24,3,2,22660815,20502845,LNS,full,300.000000,300.100600,5240.000000,698,4542,0.000000
budget,24,4,0,22660912,20500928,LocalSearch,full,300.000000,300.001700,6290.000000,756,5534,6.393775
budget,24,4,0,22660912,20500928,SA,full,300.000000,300.002200,5912.000000,724,5188,0.000000
budget,24,4,0,22660912,20500928,LNS,full,300.000000,300.165300,5912.000000,724,5188,0.000000
budget,24,4,1,22660912,20501937,LocalSearch,full,300.000000,300.001900,6102.000000,766,5336,3.213802
budget,24,4,1,22660912,20501937,SA,full,300.000000,300.002100,5912.000000,724,5188,0.000000
budget,24,4,1,22660912,20501937,LNS,full,300.000000,300.081000,5912.000000,724,5188,0.000000
budget,24,4,2,22660912,20502946,LocalSearch,full,300.000000,300.001900,6290.000000,756,5534,6.393775
budget,24,4,2,22660912,20502946,SA,full,300.000000,300.002000,5912.000000,724,5188,0.000000
budget,24,4,2,22660912,20502946,LNS,full,300.000000,300.076700,5912.000000,724,5188,0.000000
budget,24,5,0,22661009,20501029,LocalSearch,full,300.000000,300.001700,5934.000000,782,5152,0.000000
budget,24,5,0,22661009,20501029,SA,full,300.000000,300.002100,5934.000000,782,5152,0.000000
budget,24,5,0,22661009,20501029,LNS,full,300.000000,300.031100,5942.000000,778,5164,0.134816
budget,24,5,1,22661009,20502038,LocalSearch,full,300.000000,300.001800,5934.000000,782,5152,0.000000
budget,24,5,1,22661009,20502038,SA,full,300.000000,300.002600,5934.000000,782,5152,0.000000
budget,24,5,1,22661009,20502038,LNS,full,300.000000,300.140700,5988.000000,784,5204,0.910010
budget,24,5,2,22661009,20503047,LocalSearch,full,300.000000,300.001700,5934.000000,782,5152,0.000000
budget,24,5,2,22661009,20503047,SA,full,300.000000,300.002000,5934.000000,782,5152,0.000000
budget,24,5,2,22661009,20503047,LNS,full,300.000000,300.067000,5958.000000,778,5180,0.404449
budget,24,6,0,22661106,20501130,LocalSearch,full,300.000000,300.002500,6554.000000,752,5802,2.823972
budget,24,6,0,22661106,20501130,SA,full,300.000000,300.002300,6406.000000,748,5658,0.502040
budget,24,6,0,22661106,20501130,LNS,full,300.000000,300.100700,6374.000000,750,5624,0.000000
budget,24,6,1,22661106,20502139,LocalSearch,full,300.000000,300.001600,6560.000000,754,5806,3.568045
budget,24,6,1,22661106,20502139,SA,full,300.000000,300.002100,6334.000000,738,5596,0.000000
budget,24,6,1,22661106,20502139,LNS,full,300.000000,300.132800,6374.000000,750,5624,0.631512
budget,24,6,2,22661106,20503148,LocalSearch,full,300.000000,300.001800,6630.000000,768,5862,4.673192
budget,24,6,2,22661106,20503148,SA,full,300.000000,300.001900,6360.000000,750,5610,0.410483
budget,24,6,2,22661106,20503148,LNS,full,300.000000,300.214900,6334.000000,738,5596,0.000000
budget,24,7,0,22661203,20501231,LocalSearch,full,300.000000,300.001800,6356.000000,692,5664,1.290837
budget,24,7,0,22661203,20501231,SA,full,300.000000,300.002100,6275.000000,674,5601,0.000000
budget,24,7,0,22661203,20501231,LNS,full,300.000000,300.111500,6291.000000,674,5617,0.254980
budget,24,7,1,22661203,20502240,LocalSearch,full,300.000000,300.001800,6275.000000,674,5601,0.000000
budget,24,7,1,22661203,20502240,SA,full,300.000000,300.002000,6275.000000,674,5601,0.000000
budget,24,7,1,22661203,20502240,LNS,full,300.000000,300.221700,6436.000000,720,5716,2.565737
budget,24,7,2,22661203,20503249,LocalSearch,full,300.000000,300.002200,6518.000000,716,5802,3.872510
budget,24,7,2,22661203,20503249,SA,full,300.000000,300.002500,6275.000000,674,5601,0.000000
budget,24,7,2,22661203,20503249,LNS,full,300.000000,300.038200,6347.000000,690,5657,1.147410
budget,24,8,0,22661300,20501332,LocalSearch,full,300.000000,300.001800,6075.000000,654,5421,0.662800
budget,24,8,0,22661300,20501332,SA,full,300.000000,300.002000,6035.000000,648,5387,0.000000
budget,24,8,0,22661300,20501332,LNS,full,300.000000,300.018500,6085.000000,694,5391,0.828500
budget,24,8,1,22661300,20502341,LocalSearch,full,300.000000,300.001700,6035.000000,648,5387,0.734435
budget,24,8,1,22661300,20502341,SA,full,300.000000,300.002000,5991.000000,648,5343,0.000000
budget,24,8,1,22661300,20502341,LNS,full,300.000000,300.124900,6011.000000,666,5345,0.333834
budget,24,8,2,22661300,20503350,LocalSearch,full,300.000000,300.002100,6169.000000,688,5481,2.628514
budget,24,8,2,22661300,20503350,SA,full,300.000000,300.003000,6011.000000,646,5365,0.000000
budget,24,8,2,22661300,20503350,LNS,full,300.000000,300.076400,6085.000000,694,5391,1.231076
budget,24,9,0,22661397,20501433,LocalSearch,full,300.000000,300.001800,9086.000000,1012,8074,1.975309
budget,24,9,0,22661397,20501433,SA,full,300.000000,300.002300,8910.000000,1004,7906,0.000000
budget,24,9,0,22661397,20501433,LNS,full,300.000000,300.066600,8912.000000,1008,7904,0.022447
budget,24,9,1,22661397,20502442,LocalSearch,full,300.000000,300.001900,9135.000000,1016,8119,2.525253
budget,24,9,1,22661397,20502442,SA,full,300.000000,300.002200,8910.000000,1004,7906,0.000000
budget,24,9,1,22661397,20502442,LNS,full,300.000000,300.061300,9044.000000,1010,8034,1.503928
budget,24,9,2,22661397,20503451,LocalSearch,full,300.000000,300.002300,8908.000000,1010,7898,0.000000
budget,24,9,2,22661397,20503451,SA,full,300.000000,300.002400,8910.000000,1004,7906,0.022452
budget,24,9,2,22661397,20503451,LNS,full,300.000000,300.105400,8912.000000,1008,7904,0.044903
budget,24,10,0,22661494,20501534,LocalSearch,full,300.000000,300.002100,8458.000000,892,7566,0.000000
budget,24,10,0,22661494,20501534,SA,full,300.000000,300.002400,8458.000000,892,7566,0.000000
